ID,Title,Slug,Price,Sale Price,Stock Status,Inventory,Categories,Usages,Tones,Tags,Attributes,Image URL,Short Description,Description
"2000100493779","LINO CAHUITA NEGRO C#23","lino-cahuita-negro-c23","11500","7500","inStock","","","","","","Ancho: 1.60 metros | Composición: Rayon Viscosa | Elasticidad: Limitada","https://cdn.sanity.io/images/tbk0k9ou/production/be1c76a88c35bbbd0ad06701ff31c2792ebb2a8c-586x640.jpg","100% RAYON VISCOSA","Nuestra tela Lino Cahuita Negro es un tejido plano de excelente calidad, ideal para la confección de prendas frescas con una apariencia natural. Su textura tipo lino aporta un estilo sofisticado y atemporal, perfecto para colecciones formales y casuales.
\n
\nCuenta con un ancho de 1.60 metros (± 5 cm) y un gramaje de 169 g/m², ofreciendo un equilibrio ideal entre ligereza y resistencia. Al ser <strong>100% rayon viscosa</strong>, es una tela de secado rápido y alta durabilidad, que mantiene su forma y presentación con el uso continuo.
\n
\n<strong>Ideal para:</strong> blusas, vestidos, camisas, palazzos, blazers y pantalones formales."
"2000100493780","LINO CAHUITA PALO ROSA C#6","lino-cahuita-palo-rosa-c6","11500","7500","inStock","","","","","","Ancho: 1.60 metros | Composición: Rayon Viscosa | Elasticidad: Limitada","https://cdn.sanity.io/images/tbk0k9ou/production/50f4468d18f679423fe1b19833960607e4407284-480x640.jpg","100% RAYON VISCOSA","Nuestra tela Lino Cahuita Palo Rosa es un tejido plano de excelente calidad, ideal para la confección de prendas frescas con una apariencia natural. Su textura tipo lino aporta un estilo sofisticado y atemporal, perfecto para colecciones formales y casuales.
\n
\nCuenta con un ancho de 1.60 metros (± 5 cm) y un gramaje de 169 g/m², ofreciendo un equilibrio ideal entre ligereza y resistencia. Al ser <strong>100% rayon viscosa</strong>, es una tela de secado rápido y alta durabilidad, que mantiene su forma y presentación con el uso continuo.
\n
\n<strong>Ideal para:</strong> blusas, vestidos, camisas, palazzos, blazers y pantalones formales."
"2000100493781","LINO CAHUITA ROJO BRILLANTE C#72","lino-cahuita-rojo-brillante-c72","11500","7500","inStock","","","","","","Ancho: 1.60 metros | Composición: Rayon Viscosa | Elasticidad: Limitada","https://cdn.sanity.io/images/tbk0k9ou/production/f723c86ddeb03e8f0c9a4763f608623ba0371c96-539x640.jpg","100% RAYON VISCOSA","Nuestra tela Lino Cahuita Rojo Brillante es un tejido plano de excelente calidad, ideal para la confección de prendas frescas con una apariencia natural. Su textura tipo lino aporta un estilo sofisticado y atemporal, perfecto para colecciones formales y casuales.
\n
\nCuenta con un ancho de 1.60 metros (± 5 cm) y un gramaje de 169 g/m², ofreciendo un equilibrio ideal entre ligereza y resistencia. Al ser <strong>100% rayon viscosa</strong>, es una tela de secado rápido y alta durabilidad, que mantiene su forma y presentación con el uso continuo.
\n
\n<strong>Ideal para:</strong> blusas, vestidos, camisas, palazzos, blazers y pantalones formales."
"2000100493782","LINO CAHUITA TAUPE DUST C#69","lino-cahuita-taupe-dust-c69","11500","7500","inStock","","","","","","Ancho: 1.60 metros | Composición: Rayon Viscosa | Elasticidad: Limitada","https://cdn.sanity.io/images/tbk0k9ou/production/2f304c09a19ae213cc2a3f860dc3ee31fea15a7e-480x640.jpg","100% RAYON VISCOSA","Nuestra tela Lino Cahuita Taupe Dust es un tejido plano de excelente calidad, ideal para la confección de prendas frescas con una apariencia natural. Su textura tipo lino aporta un estilo sofisticado y atemporal, perfecto para colecciones formales y casuales.
\n
\nCuenta con un ancho de 1.60 metros (± 5 cm) y un gramaje de 169 g/m², ofreciendo un equilibrio ideal entre ligereza y resistencia. Al ser <strong>100% rayon viscosa</strong>, es una tela de secado rápido y alta durabilidad, que mantiene su forma y presentación con el uso continuo.
\n
\n<strong>Ideal para:</strong> blusas, vestidos, camisas, palazzos, blazers y pantalones formales."
"2000100493783","LINO POLIESTER AZUL REY C#19","lino-poliester-azul-rey-c19","10000","7500","outOfStock","","","","","","","https://cdn.sanity.io/images/tbk0k9ou/production/583e3218622c4057e46b9bb5be835f3bbe1cbd2f-640x640.jpg","100% POLIÉSTER","<span style=""font-weight: 400;"">Nuestra tela Lino Poliéster Azul Rey es un tejido plano de excelente calidad, ideal para la confección de prendas frescas, versátiles y de alto rendimiento. Su acabado tipo lino y suavidad al tacto ofrecen una presentación moderna y cómoda, perfecta para colecciones casuales y funcionales.</span>
\n
\n<span style=""font-weight: 400;"">Cuenta con un ancho de 1.55 metros y un gramaje de 150 g/m², lo que la convierte en una tela liviana y fresca, con mayor rendimiento. Al ser </span><b>100% poliéster</b><span style=""font-weight: 400;"">, es de fácil lavado, secado rápido, no se encoge y presenta alta durabilidad. Además, permite la sublimación y personalización, manteniendo una excelente calidad de impresión.</span>
\n
\n<b>Ideal para:</b><span style=""font-weight: 400;""> blusas, palazzos, camisetas, pantalones, enterizos, vestidos y faldas.</span>"
"2000100493784","LINO POLIESTER BLANCO C#24","lino-poliester-blanco-c24","10000","7500","outOfStock","","","","","","Ancho: 1.55 metros | Composición: Poliester | Elasticidad: Limitada","https://cdn.sanity.io/images/tbk0k9ou/production/331f47ffcbd2c087d3682e15a7d5de36b0c1f9c5-640x640.jpg","100% POLIÉSTER","<span style=""font-weight: 400;"">Nuestra tela Lino Poliéster Blanco es un tejido plano de excelente calidad, ideal para la confección de prendas frescas, versátiles y de alto rendimiento. Su acabado tipo lino y suavidad al tacto ofrecen una presentación moderna y cómoda, perfecta para colecciones casuales y funcionales.</span>
\n
\n<span style=""font-weight: 400;"">Cuenta con un ancho de 1.55 metros y un gramaje de 150 g/m², lo que la convierte en una tela liviana y fresca, con mayor rendimiento. Al ser </span><b>100% poliéster</b><span style=""font-weight: 400;"">, es de fácil lavado, secado rápido, no se encoge y presenta alta durabilidad. Además, permite la sublimación y personalización, manteniendo una excelente calidad de impresión.</span>
\n
\n<b>Ideal para:</b><span style=""font-weight: 400;""> blusas, palazzos, camisetas, pantalones, enterizos, vestidos y faldas.</span>"
"2000100493785","LINO POLIESTER FUCSIA C#9","lino-poliester-fucsia-c9","10000","7500","outOfStock","","","","","","Ancho: 1.55 metros | Composición: Poliester | Elasticidad: Limitada","https://cdn.sanity.io/images/tbk0k9ou/production/0a48e31afd65a75ce59074bec7e3f2802b215063-640x640.jpg","100% POLIÉSTER","<span style=""font-weight: 400;"">Nuestra tela Lino Poliéster Fucsia es un tejido plano de excelente calidad, ideal para la confección de prendas frescas, versátiles y de alto rendimiento. Su acabado tipo lino y suavidad al tacto ofrecen una presentación moderna y cómoda, perfecta para colecciones casuales y funcionales.</span>
\n
\n<span style=""font-weight: 400;"">Cuenta con un ancho de 1.55 metros y un gramaje de 150 g/m², lo que la convierte en una tela liviana y fresca, con mayor rendimiento. Al ser </span><b>100% poliéster</b><span style=""font-weight: 400;"">, es de fácil lavado, secado rápido, no se encoge y presenta alta durabilidad. Además, permite la sublimación y personalización, manteniendo una excelente calidad de impresión.</span>
\n
\n<b>Ideal para:</b><span style=""font-weight: 400;""> blusas, palazzos, camisetas, pantalones, enterizos, vestidos y faldas.</span>"
"2000100493786","LINO POLIESTER LILA C#42","lino-poliester-lila-c42","10000","7500","outOfStock","","","","","","Ancho: 1.55 metros | Composición: Poliester | Elasticidad: Limitada","https://cdn.sanity.io/images/tbk0k9ou/production/033cbb60600c358728f8a7cff052686e1aa5e75a-640x640.jpg","100% POLIÉSTER","<span style=""font-weight: 400;"">Nuestra tela Lino Poliéster Lila es un tejido plano de excelente calidad, ideal para la confección de prendas frescas, versátiles y de alto rendimiento. Su acabado tipo lino y suavidad al tacto ofrecen una presentación moderna y cómoda, perfecta para colecciones casuales y funcionales.</span>
\n
\n<span style=""font-weight: 400;"">Cuenta con un ancho de 1.55 metros y un gramaje de 150 g/m², lo que la convierte en una tela liviana y fresca, con mayor rendimiento. Al ser </span><b>100% poliéster</b><span style=""font-weight: 400;"">, es de fácil lavado, secado rápido, no se encoge y presenta alta durabilidad. Además, permite la sublimación y personalización, manteniendo una excelente calidad de impresión.</span>
\n
\n<b>Ideal para:</b><span style=""font-weight: 400;""> blusas, palazzos, camisetas, pantalones, enterizos, vestidos y faldas.</span>"
"2000100493787","LINO POLIESTER NEGRO C#23","lino-poliester-negro-c23","10000","7500","outOfStock","","","","","","Ancho: 1.55 metros | Elasticidad: Limitada | Composición: Poliester","https://cdn.sanity.io/images/tbk0k9ou/production/d251d2dac86250297ca2d8020101559a1b54808b-640x640.jpg","100% POLIÉSTER","<span style=""font-weight: 400;"">Nuestra tela Lino Poliéster Negro es un tejido plano de excelente calidad, ideal para la confección de prendas frescas, versátiles y de alto rendimiento. Su acabado tipo lino y suavidad al tacto ofrecen una presentación moderna y cómoda, perfecta para colecciones casuales y funcionales.</span>
\n
\n<span style=""font-weight: 400;"">Cuenta con un ancho de 1.55 metros y un gramaje de 150 g/m², lo que la convierte en una tela liviana y fresca, con mayor rendimiento. Al ser </span><b>100% poliéster</b><span style=""font-weight: 400;"">, es de fácil lavado, secado rápido, no se encoge y presenta alta durabilidad. Además, permite la sublimación y personalización, manteniendo una excelente calidad de impresión.</span>
\n
\n<b>Ideal para:</b><span style=""font-weight: 400;""> blusas, palazzos, camisetas, pantalones, enterizos, vestidos y faldas.</span>"
"2000100493788","LINO POLIESTER  PALO ROSA C#6","lino-poliester-palo-rosa-c6","10000","7500","inStock","","","","","","Ancho: 1.55 metros | Composición: Poliester | Elasticidad: Limitada","https://cdn.sanity.io/images/tbk0k9ou/production/00f1c58f998236aaf758cefb7a436e73f062d6a1-640x640.jpg","100% POLIÉSTER","Nuestra tela Lino Poliéster Palo Rosa es un tejido plano de excelente calidad, ideal para la confección de prendas frescas, versátiles y de alto rendimiento. Su acabado tipo lino y suavidad al tacto ofrecen una presentación moderna y cómoda, perfecta para colecciones casuales y funcionales.
\n
\nCuenta con un ancho de 1.55 metros y un gramaje de 150 g/m², lo que la convierte en una tela liviana y fresca, con mayor rendimiento. Al ser <strong>100% poliéster</strong>, es de fácil lavado, secado rápido, no se encoge y presenta alta durabilidad. Además, permite la sublimación y personalización, manteniendo una excelente calidad de impresión.
\n
\n<strong>Ideal para:</strong> blusas, palazzos, camisetas, pantalones, enterizos, vestidos y faldas."
"2000100493789","LINO POLIESTER VERDE MILITAR C#15","lino-poliester-verde-militar-c15","10000","7500","outOfStock","","","","","","Ancho: 1.55 metros | Composición: Poliester | Elasticidad: Limitada","https://cdn.sanity.io/images/tbk0k9ou/production/6eb3b1c4e9943637bb0a8ab261fcaeb9d24a8151-640x640.jpg","100% POLIÉSTER","<span style=""font-weight: 400;"">Nuestra tela Lino Poliéster Verde Militar es un tejido plano de excelente calidad, ideal para la confección de prendas frescas, versátiles y de alto rendimiento. Su acabado tipo lino y suavidad al tacto ofrecen una presentación moderna y cómoda, perfecta para colecciones casuales y funcionales.</span>
\n
\n<span style=""font-weight: 400;"">Cuenta con un ancho de 1.55 metros y un gramaje de 150 g/m², lo que la convierte en una tela liviana y fresca, con mayor rendimiento. Al ser </span><b>100% poliéster</b><span style=""font-weight: 400;"">, es de fácil lavado, secado rápido, no se encoge y presenta alta durabilidad. Además, permite la sublimación y personalización, manteniendo una excelente calidad de impresión.</span>
\n
\n<b>Ideal para:</b><span style=""font-weight: 400;""> blusas, palazzos, camisetas, pantalones, enterizos, vestidos y faldas.</span>"
"2000100493790","LINO POLIESTER CRUDO PFD","lino-poliester-crudo-pfd","10000","7500","inStock","","","","","","Ancho: 1.55 metros | Composición: Poliester | Elasticidad: Limitada","https://cdn.sanity.io/images/tbk0k9ou/production/a94e9d71cd215b33eeaed0ec3b4ce94f601725c7-640x640.jpg","100% POLIÉSTER","Nuestra tela Lino Poliéster Crudo PFD es un tejido plano de excelente calidad, ideal para la confección de prendas frescas, versátiles y de alto rendimiento. Su acabado tipo lino y suavidad al tacto ofrecen una presentación moderna y cómoda, perfecta para colecciones casuales y funcionales.
\n
\nCuenta con un ancho de 1.55 metros y un gramaje de 150 g/m², lo que la convierte en una tela liviana y fresca, con mayor rendimiento. Al ser <strong>100% poliéster</strong>, es de fácil lavado, secado rápido, no se encoge y presenta alta durabilidad. Además, permite la sublimación y personalización, manteniendo una excelente calidad de impresión.
\n
\n<strong>Ideal para:</strong> blusas, palazzos, camisetas, pantalones, enterizos, vestidos y faldas."
"2000100493791","LINO POLIESTER MENTA OSCURO C#63","lino-poliester-menta-oscuro-c63","10000","7500","outOfStock","","","","","","Ancho: 1.55 metros | Composición: Poliester | Elasticidad: Limitada","https://cdn.sanity.io/images/tbk0k9ou/production/776a1b1e95c7211b517dce40689a7690d7ab0eec-515x640.jpg","100% POLIÉSTER","<span style=""font-weight: 400;"">Nuestra tela Lino Poliéster Menta Oscuro es un tejido plano de excelente calidad, ideal para la confección de prendas frescas, versátiles y de alto rendimiento. Su acabado tipo lino y suavidad al tacto ofrecen una presentación moderna y cómoda, perfecta para colecciones casuales y funcionales.</span>
\n
\n<span style=""font-weight: 400;"">Cuenta con un ancho de 1.55 metros y un gramaje de 150 g/m², lo que la convierte en una tela liviana y fresca, con mayor rendimiento. Al ser </span><b>100% poliéster</b><span style=""font-weight: 400;"">, es de fácil lavado, secado rápido, no se encoge y presenta alta durabilidad. Además, permite la sublimación y personalización, manteniendo una excelente calidad de impresión.</span>
\n
\n<b>Ideal para:</b><span style=""font-weight: 400;""> blusas, palazzos, camisetas, pantalones, enterizos, vestidos y faldas.</span>"
"2000100493792","LINO POLIESTER ROJO BRILLANTE C#72","lino-poliester-rojo-brillante-c72","10000","7500","inStock","","","","","","Ancho: 1.55 metros | Composición: Poliester | Elasticidad: Limitada","https://cdn.sanity.io/images/tbk0k9ou/production/d1aa14fe66ab1c5064bab8d0a7c7fcbcab5b07db-640x640.jpg","100% POLIÉSTER","Nuestra tela Lino Poliéster Rojo Brillante es un tejido plano de excelente calidad, ideal para la confección de prendas frescas, versátiles y de alto rendimiento. Su acabado tipo lino y suavidad al tacto ofrecen una presentación moderna y cómoda, perfecta para colecciones casuales y funcionales.
\n
\nCuenta con un ancho de 1.55 metros y un gramaje de 150 g/m², lo que la convierte en una tela liviana y fresca, con mayor rendimiento. Al ser <strong>100% poliéster</strong>, es de fácil lavado, secado rápido, no se encoge y presenta alta durabilidad. Además, permite la sublimación y personalización, manteniendo una excelente calidad de impresión.
\n
\n<strong>Ideal para:</strong> blusas, palazzos, camisetas, pantalones, enterizos, vestidos y faldas."
"2000100493793","LINO POLIESTER SUBLIMADO","lino-poliester-sublimado","13500","","outOfStock","","","","","","Ancho: 1.55 metros | Composición: Poliester | Elasticidad: Limitada","https://cdn.sanity.io/images/tbk0k9ou/production/1aaad1bc664a80ca1341ebd0028d663f57441997-480x640.jpg","100% POLIÉSTER","<span style=""font-weight: 400;"">Nuestra tela Lino Poliéster Sublimado es un tejido plano de excelente calidad, ideal para la confección de prendas frescas, versátiles y de alto rendimiento. Su acabado tipo lino y suavidad al tacto ofrecen una presentación moderna y cómoda, perfecta para colecciones casuales y funcionales.</span>
\n
\n<span style=""font-weight: 400;"">Cuenta con un ancho de 1.55 metros y un gramaje de 150 g/m², lo que la convierte en una tela liviana y fresca, con mayor rendimiento. Al ser </span><b>100% poliéster</b><span style=""font-weight: 400;"">, es de fácil lavado, secado rápido, no se encoge y presenta alta durabilidad. Además, permite la sublimación y personalización, manteniendo una excelente calidad de impresión.</span>
\n
\n<b>Ideal para:</b><span style=""font-weight: 400;""> blusas, palazzos, camisetas, pantalones, enterizos, vestidos y faldas.</span>"
"2000100493794","MANZANILLO AZUL OSCURO C#21","manzanillo-azul-oscuro-c21","12000","","outOfStock","","","","","","Ancho: 1.60 metros | Composición: Poliester | Elasticidad: Limitada","https://cdn.sanity.io/images/tbk0k9ou/production/5d9ebce56c2c84de2a9f7d80f02c247d2a783dae-640x610.jpg","100% POLIÉSTER","<span style=""font-weight: 400;"">Nuestra tela Manzanillo Azul Oscuro es un tejido de punto suave y resistente, ideal para prendas de abrigo y uso frecuente. Su estructura ofrece resistencia al agua, secado rápido y retención de calor, lo que la hace práctica y funcional para climas fríos.</span>
\n
\n<span style=""font-weight: 400;"">Cuenta con un ancho de 1.60 m (± 5 cm) y un gramaje de 238 g/m². Al ser 100% poliéster, es de cuidado fácil y mantiene su calidad con el uso continuo.</span>
\n
\n<b>Ideal para:</b><span style=""font-weight: 400;""> chaquetas, camisetas, bufandas, suéteres, abrigos, guantes, sudaderas, mantas y ruanas.</span>"
"2000100493795","MANZANILLO BLANCO C#24","manzanillo-blanco-c24","12000","","outOfStock","","","","","","Ancho: 1.60 metros | Composición: Poliester | Elasticidad: Limitada","https://cdn.sanity.io/images/tbk0k9ou/production/ef9ca6650775334071e983b98a3833f6cfefc1fe-521x640.jpg","100% POLIÉSTER","<span style=""font-weight: 400;"">Nuestra tela Manzanillo Blanco es un tejido de punto suave y resistente, ideal para prendas de abrigo y uso frecuente. Su estructura ofrece resistencia al agua, secado rápido y retención de calor, lo que la hace práctica y funcional para climas fríos.</span>
\n
\n<span style=""font-weight: 400;"">Cuenta con un ancho de 1.60 m (± 5 cm) y un gramaje de 238 g/m². Al ser 100% poliéster, es de cuidado fácil y mantiene su calidad con el uso continuo.</span>
\n
\n<b>Ideal para:</b><span style=""font-weight: 400;""> chaquetas, camisetas, bufandas, suéteres, abrigos, guantes, sudaderas, mantas y ruanas.</span>"
"2000100493796","MANZANILLO NEGRO C#23","manzanillo-negro-c23","12000","","outOfStock","","","","","","Ancho: 1.60 metros | Composición: Poliester | Elasticidad: Limitada","https://cdn.sanity.io/images/tbk0k9ou/production/fa9efc668cc15cf58d01f0fed672f3a6154e674e-480x640.jpg","100% POLIÉSTER","Tejido de punto, 1.60 mtrs de ancho - 5+5cm. 238g/m2. Suavidad, resistencia al agua, cuadado fácil, secado rápido, retención de calor"
"2000100493797","PALMARES AZUL OSCURO C#21","palmares-azul-oscuro-c21","11000","6500","outOfStock","","","","","","Ancho: 1.60 metros | Composición: 85% Poliester text / 15% Poliester no text | Elasticidad: Limitada","https://cdn.sanity.io/images/tbk0k9ou/production/5d1bf95c2bbd8cd10cec8551ab9af00d9a5d1594-565x640.jpg","85% POLIÉSTER TEXTURIZADO / 15% POLIÉSTER NO TEXTURIZADO","<span style=""font-weight: 400;"">Nuestra tela Palmares Azul Oscuro es un tejido de punto de excelente calidad, ideal para la confección de prendas deportivas y casuales que requieren ligereza, confort y durabilidad. Su textura suave al tacto y su transpirabilidad la hacen perfecta para prendas de uso activo y cotidiano.</span>
\n
\n<span style=""font-weight: 400;"">Cuenta con un ancho de 1.60 metros (± 5 cm) y un gramaje de 150 g/m², lo que la convierte en una tela liviana y resistente al desgaste. Gracias a su composición de 85% poliéster texturizado y 15% poliéster no texturizado, ofrece secado rápido y mantiene su forma y apariencia con el uso continuo.</span>
\n
\n<b>Ideal para:</b><span style=""font-weight: 400;""> conjuntos deportivos, faldas deportivas, shorts deportivos, camisas, pantalonetas, cargos y sudaderas.</span>"
"2000100493798","PALMARES AZUL PETROLEO C#22","palmares-azul-petroleo-c22","11000","6500","outOfStock","","","","","","Ancho: 1.60 metros | Composición: 85% Poliester text / 15% Poliester no text | Elasticidad: Limitada","https://cdn.sanity.io/images/tbk0k9ou/production/378edf09f23417fc8f12dca175c4259e98463d15-595x640.jpg","85% POLIÉSTER TEXTURIZADO / 15% POLIÉSTER NO TEXTURIZADO","<span style=""font-weight: 400;"">Nuestra tela Palmares Azul Petróleo es un tejido de punto de excelente calidad, ideal para la confección de prendas deportivas y casuales que requieren ligereza, confort y durabilidad. Su textura suave al tacto y su transpirabilidad la hacen perfecta para prendas de uso activo y cotidiano.</span>
\n
\n<span style=""font-weight: 400;"">Cuenta con un ancho de 1.60 metros (± 5 cm) y un gramaje de 150 g/m², lo que la convierte en una tela liviana y resistente al desgaste. Gracias a su composición de 85% poliéster texturizado y 15% poliéster no texturizado, ofrece secado rápido y mantiene su forma y apariencia con el uso continuo.</span>
\n
\n<b>Ideal para:</b><span style=""font-weight: 400;""> conjuntos deportivos, faldas deportivas, shorts deportivos, camisas, pantalonetas, cargos y sudaderas.</span>"
"2000100493799","PALMARES BLANCO C#24","palmares-blanco-c24","11000","6500","inStock","","","","","","Ancho: 1.60 metros | Composición: 85% Poliester text / 15% Poliester no text | Elasticidad: Limitada","https://cdn.sanity.io/images/tbk0k9ou/production/e50a9a8024764a7fa1b81083192377b6c70a754e-567x640.jpg","85% POLIÉSTER TEXTURIZADO / 15% POLIÉSTER NO TEXTURIZADO","Nuestra tela Palmares Blanco es un tejido de punto de excelente calidad, ideal para la confección de prendas deportivas y casuales que requieren ligereza, confort y durabilidad. Su textura suave al tacto y su transpirabilidad la hacen perfecta para prendas de uso activo y cotidiano.
\n
\nCuenta con un ancho de 1.60 metros (± 5 cm) y un gramaje de 150 g/m², lo que la convierte en una tela liviana y resistente al desgaste. Gracias a su composición de 85% poliéster texturizado y 15% poliéster no texturizado, ofrece secado rápido y mantiene su forma y apariencia con el uso continuo.
\n
\n<strong>Ideal para:</strong> conjuntos deportivos, faldas deportivas, shorts deportivos, camisas, pantalonetas, cargos y sudaderas."
"2000100493800","PALMARES CORAL C#8","palmares-coral-c8","11000","6500","outOfStock","","","","","","Ancho: 1.60 metros | Composición: 85% Poliester text / 15% Poliester no text | Elasticidad: Limitada","https://cdn.sanity.io/images/tbk0k9ou/production/38102a7b89d068f3547dd5bbdf6497b7df6c19f3-525x640.jpg","85% POLIÉSTER TEXTURIZADO / 15% POLIÉSTER NO TEXTURIZADO","<span style=""font-weight: 400;"">Nuestra tela Palmares Coral es un tejido de punto de excelente calidad, ideal para la confección de prendas deportivas y casuales que requieren ligereza, confort y durabilidad. Su textura suave al tacto y su transpirabilidad la hacen perfecta para prendas de uso activo y cotidiano.</span>
\n
\n<span style=""font-weight: 400;"">Cuenta con un ancho de 1.60 metros (± 5 cm) y un gramaje de 150 g/m², lo que la convierte en una tela liviana y resistente al desgaste. Gracias a su composición de 85% poliéster texturizado y 15% poliéster no texturizado, ofrece secado rápido y mantiene su forma y apariencia con el uso continuo.</span>
\n
\n<b>Ideal para:</b><span style=""font-weight: 400;""> conjuntos deportivos, faldas deportivas, shorts deportivos, camisas, pantalonetas, cargos y sudaderas.</span>"
"2000100493801","PALMARES GRIS OSCURO C#46","palmares-gris-oscuro-c46","11000","6500","outOfStock","","","","","","Ancho: 1.60 metros | Composición: 85% Poliester text / 15% Poliester no text | Elasticidad: Limitada","https://cdn.sanity.io/images/tbk0k9ou/production/e681d8d788e6277dd9724eb5842ca47c7613b738-640x630.jpg","85% POLIÉSTER TEXTURIZADO / 15% POLIÉSTER NO TEXTURIZADO","<span style=""font-weight: 400;"">Nuestra tela Palmares Gris Oscuro es un tejido de punto de excelente calidad, ideal para la confección de prendas deportivas y casuales que requieren ligereza, confort y durabilidad. Su textura suave al tacto y su transpirabilidad la hacen perfecta para prendas de uso activo y cotidiano.</span>
\n
\n<span style=""font-weight: 400;"">Cuenta con un ancho de 1.60 metros (± 5 cm) y un gramaje de 150 g/m², lo que la convierte en una tela liviana y resistente al desgaste. Gracias a su composición de 85% poliéster texturizado y 15% poliéster no texturizado, ofrece secado rápido y mantiene su forma y apariencia con el uso continuo.</span>
\n
\n<b>Ideal para:</b><span style=""font-weight: 400;""> conjuntos deportivos, faldas deportivas, shorts deportivos, camisas, pantalonetas, cargos y sudaderas.</span>"
"2000100493802","PALMARES MENTA OSCURO C#63","palmares-menta-oscuro-c63","11000","6500","outOfStock","","","","","","Ancho: 1.60 metros | Composición: 85% Poliester text / 15% Poliester no text | Elasticidad: Limitada","https://cdn.sanity.io/images/tbk0k9ou/production/e643eba8ed26c6409ac0a2531c0a594bb1fa25bc-513x640.jpg","85% POLIÉSTER TEXTURIZADO / 15% POLIÉSTER NO TEXTURIZADO","<span style=""font-weight: 400;"">Nuestra tela Palmares Menta Oscuro es un tejido de punto de excelente calidad, ideal para la confección de prendas deportivas y casuales que requieren ligereza, confort y durabilidad. Su textura suave al tacto y su transpirabilidad la hacen perfecta para prendas de uso activo y cotidiano.</span>
\n
\n<span style=""font-weight: 400;"">Cuenta con un ancho de 1.60 metros (± 5 cm) y un gramaje de 150 g/m², lo que la convierte en una tela liviana y resistente al desgaste. Gracias a su composición de 85% poliéster texturizado y 15% poliéster no texturizado, ofrece secado rápido y mantiene su forma y apariencia con el uso continuo.</span>
\n
\n<b>Ideal para:</b><span style=""font-weight: 400;""> conjuntos deportivos, faldas deportivas, shorts deportivos, camisas, pantalonetas, cargos y sudaderas.</span>"
"2000100493803","PALMARES NEGRO C#23","palmares-negro-c23","11000","6500","inStock","","","","","","Ancho: 1.60 metros | Composición: 85% Poliester text / 15% Poliester no text | Elasticidad: Limitada","https://cdn.sanity.io/images/tbk0k9ou/production/be1c76a88c35bbbd0ad06701ff31c2792ebb2a8c-586x640.jpg","85% POLIÉSTER TEXTURIZADO / 15% POLIÉSTER NO TEXTURIZADO","Nuestra tela Palmares Negro es un tejido de punto de excelente calidad, ideal para la confección de prendas deportivas y casuales que requieren ligereza, confort y durabilidad. Su textura suave al tacto y su transpirabilidad la hacen perfecta para prendas de uso activo y cotidiano.
\n
\nCuenta con un ancho de 1.60 metros (± 5 cm) y un gramaje de 150 g/m², lo que la convierte en una tela liviana y resistente al desgaste. Gracias a su composición de 85% poliéster texturizado y 15% poliéster no texturizado, ofrece secado rápido y mantiene su forma y apariencia con el uso continuo.
\n
\n<strong>Ideal para:</strong> conjuntos deportivos, faldas deportivas, shorts deportivos, camisas, pantalonetas, cargos y sudaderas."
"2000100493804","PALMARES ROJO BRILLANTE C#72","palmares-rojo-brillante-c72","11000","6500","inStock","","","","","","Ancho: 1.60 metros | Composición: 85% Poliester text / 15% Poliester no text | Elasticidad: Limitada","https://cdn.sanity.io/images/tbk0k9ou/production/f723c86ddeb03e8f0c9a4763f608623ba0371c96-539x640.jpg","85% POLIÉSTER TEXTURIZADO / 15% POLIÉSTER NO TEXTURIZADO","Nuestra tela Palmares Rojo Brillante es un tejido de punto de excelente calidad, ideal para la confección de prendas deportivas y casuales que requieren ligereza, confort y durabilidad. Su textura suave al tacto y su transpirabilidad la hacen perfecta para prendas de uso activo y cotidiano.
\n
\nCuenta con un ancho de 1.60 metros (± 5 cm) y un gramaje de 150 g/m², lo que la convierte en una tela liviana y resistente al desgaste. Gracias a su composición de 85% poliéster texturizado y 15% poliéster no texturizado, ofrece secado rápido y mantiene su forma y apariencia con el uso continuo.
\n
\n<strong>Ideal para:</strong> conjuntos deportivos, faldas deportivas, shorts deportivos, camisas, pantalonetas, cargos y sudaderas."
"2000100493805","PINILLA AZUL OSCURO C#21","pinilla-azul-oscuro-c21","10500","","inStock","","","","","","Ancho: 1.60 metros | Composición: Poliester | Elasticidad: Media","https://cdn.sanity.io/images/tbk0k9ou/production/85ece3e320610086f9e0f8b270a5dd0f44ed7f33-612x640.jpg","Nuestra tela Pinilla Azul Oscuro es un tejido de punto de excelente calidad, ideal para la confección de prendas abrigadas, resistentes y de uso diari...","Nuestra tela Pinilla Azul Oscuro es un tejido de punto de excelente calidad, ideal para la confección de prendas abrigadas, resistentes y de uso diario. Su suavidad al tacto y estructura gruesa brindan confort y protección, mientras que su capacidad de aislamiento térmico la hace perfecta para climas fríos.
\n
\nCuenta con un ancho de 1.60 metros (± 5 cm) y un gramaje de 150 g/m², ofreciendo un equilibrio entre ligereza y funcionalidad. Al ser <strong>100% poliéster</strong>, es una tela de fácil lavado, alta durabilidad, resistente a las arrugas y al encogimiento, y con gran resistencia al desgaste, manteniendo su forma y apariencia con el uso continuo.
\n
\n<strong>Ideal para:</strong> sudaderas, abrigos, ruanas, chaquetas y joggers."
